,Name,Rating,Reviews,Salary,Interviews,Jobs,Benefits
7477,Cachet Pharmaceuticals,3.6,98.0,365.0,2.0,3.0,16.0
7478,InfoService,3.3,98.0,326.0,3.0,,12.0
7479,Way2wealth Brokers,3.4,98.0,642.0,4.0,15.0,4.0
7480,SRM Techsol,4.7,98.0,307.0,1.0,4.0,13.0
7481,Ramco Steels,4.3,98.0,616.0,3.0,,12.0
7482,Fichtner Consulting Engineers,4.1,98.0,564.0,5.0,11.0,7.0
7483,GTT Communications,4.0,98.0,994.0,7.0,,14.0
7484,Money View,4.1,98.0,963.0,10.0,9.0,6.0
7485,MSV International,4.2,98.0,441.0,4.0,,10.0
7486,TRACKS AND TOWERS INFRATECH,4.2,98.0,505.0,5.0,2.0,13.0
7487,"Denso Haryana Private Limited, Plant 1",4.0,98.0,434.0,9.0,,25.0
7488,Corient Business Solutions,3.3,98.0,550.0,16.0,10.0,5.0
7489,Siemens Industry Software (India),4.3,98.0,1.2,7.0,,21.0
7490,Vega Industries,4.3,98.0,407.0,1.0,1.0,10.0
7491,Oasis Fertility,4.0,98.0,328.0,8.0,12.0,7.0
7492,Funlabtech,4.3,98.0,40.0,4.0,,36.0
7493,Girnarsoft Automobiles,3.5,98.0,354.0,6.0,,16.0
7494,Zentiva,4.1,98.0,514.0,7.0,3.0,12.0
7495,TVS Automobiles Solutions,3.8,98.0,662.0,2.0,,
7496,Xylem Resource Management,3.8,98.0,391.0,3.0,,17.0
7497,Noble Hospital,4.1,98.0,529.0,3.0,9.0,8.0
7498,iQuanti,3.0,97.0,948.0,6.0,33.0,15.0
7499,John Distilleries,3.7,97.0,621.0,4.0,,10.0
7500,SmartSchool Education,3.8,97.0,456.0,4.0,,49.0
7501,iQuanti,3.0,97.0,948.0,6.0,33.0,15.0
7502,Baker Gauges,3.7,97.0,616.0,2.0,,9.0
7503,Comnet Solutions,3.4,97.0,584.0,2.0,3.0,1.0
7504,Gulf Petrochemical Services & Trading,3.9,97.0,372.0,5.0,,13.0
7505,Gulshan Homz,4.5,97.0,555.0,3.0,,7.0
7506,Rajagiri Hospital,4.6,97.0,384.0,3.0,,9.0
7507,Sumtotal Systems,3.9,97.0,980.0,9.0,67.0,16.0
7508,Solverminds Solutions and Technologies,4.0,97.0,1.2,7.0,8.0,7.0
7509,Brady Corporation,4.2,97.0,580.0,2.0,2.0,16.0
7510,Jm Frictech,3.6,97.0,792.0,7.0,6.0,16.0
7511,Diversey,4.2,97.0,533.0,2.0,10.0,19.0
7512,Panoli Intermediates India,3.9,97.0,580.0,4.0,,15.0
7513,Sridevi Tool Engineers,3.7,97.0,441.0,1.0,8.0,12.0
7514,Fourth Dimension Solutions,3.2,97.0,244.0,2.0,,9.0
7515,Verity,3.1,97.0,912.0,19.0,,11.0
7516,Nucsoft,3.2,97.0,629.0,8.0,17.0,9.0
7517,Nelson Global Products,3.8,97.0,503.0,10.0,,11.0
7518,John Distilleries,3.7,97.0,621.0,4.0,,10.0
7519,KIIT University,4.2,97.0,460.0,4.0,6.0,17.0
7520,Jm Frictech,3.6,97.0,792.0,7.0,6.0,16.0
7521,Dachser,3.9,97.0,439.0,2.0,2.0,14.0
7522,Solverminds Solutions and Technologies,4.0,97.0,1.2,7.0,8.0,7.0
7523,SmartSchool Education,3.8,97.0,456.0,4.0,,49.0
7524,Link Intime,3.3,97.0,626.0,7.0,,11.0
7525,TBSS,3.6,97.0,3.0,1.0,,
7526,Java R & D,3.1,97.0,625.0,11.0,77.0,16.0
7527,Metro Shoes,4.4,97.0,379.0,3.0,,14.0
7528,Nelson Global Products,3.8,97.0,503.0,10.0,,11.0
7529,Baker Gauges,3.7,97.0,616.0,2.0,,9.0
7530,Comnet Solutions,3.4,97.0,584.0,2.0,3.0,1.0
7531,Delta Technology,3.8,97.0,1.0,3.0,14.0,9.0
7532,Zigma Technologies,3.7,97.0,564.0,2.0,,7.0
7533,EENADU,3.9,97.0,492.0,4.0,,8.0
7534,Ddrc Srl Diagnostics,3.8,97.0,349.0,5.0,3.0,8.0
7535,Chinmaya Vidyalaya,4.2,97.0,345.0,3.0,2.0,6.0
7536,NETPLUS Broadband Services,3.8,97.0,420.0,3.0,,12.0
7537,Jindal Water Infrastructure,4.4,97.0,403.0,6.0,,11.0
7538,Ansal Housing & Construction,3.8,97.0,459.0,3.0,,12.0
7539,Exemed Pharmaceuticals,3.9,97.0,712.0,8.0,7.0,11.0
7540,Edge Telecom,4.0,97.0,481.0,4.0,,17.0
7541,Gram Panchayat,3.9,97.0,300.0,2.0,,4.0
7542,PATH India,4.1,97.0,452.0,3.0,22.0,21.0
7543,Data Bridge Market Research,2.7,97.0,433.0,7.0,6.0,8.0
7544,Java R & D,3.1,97.0,625.0,11.0,77.0,16.0
7545,Excelus Learning Solution,3.9,97.0,329.0,9.0,3.0,18.0
7546,Zigma Technologies,3.7,97.0,564.0,2.0,,7.0
7547,EENADU,3.9,97.0,492.0,4.0,,8.0
7548,Rtech Group,3.5,97.0,456.0,2.0,2.0,13.0
7549,Creative Info-link,3.3,97.0,368.0,2.0,7.0,7.0
7550,Shree Maruti Courier Service,3.7,97.0,622.0,6.0,,7.0
7551,Ansal Housing & Construction,3.8,97.0,459.0,3.0,,12.0
7552,NETPLUS Broadband Services,3.8,97.0,420.0,3.0,,12.0
7553,Possible Health,3.2,97.0,574.0,8.0,28.0,11.0
7554,Village Financial Services,3.9,97.0,359.0,2.0,,9.0
7555,Exemed Pharmaceuticals,3.9,97.0,712.0,8.0,7.0,11.0
7556,Ddrc Srl Diagnostics,3.8,97.0,349.0,5.0,3.0,8.0
7557,TBSS,3.6,97.0,3.0,1.0,,
7558,Delta Technology,3.8,97.0,1.0,3.0,14.0,9.0
7559,Go Speedy Go,4.2,97.0,112.0,3.0,,30.0
7560,Neugene International,4.7,97.0,11.0,1.0,8.0,47.0
7561,Nimbus BPO,3.8,97.0,362.0,9.0,,3.0
7562,Apollo 247,3.3,97.0,825.0,8.0,43.0,7.0
7563,DCM Infotech,3.7,97.0,700.0,3.0,30.0,6.0
7564,yellow.ai,3.4,97.0,1.0,8.0,21.0,13.0
7565,Bloombrain Learning Solutions,2.7,97.0,99.0,6.0,,29.0
7566,SDNA Global,3.8,97.0,182.0,4.0,282.0,38.0
7567,Airblack,4.0,97.0,183.0,11.0,14.0,20.0
7568,efficiently,3.0,97.0,328.0,15.0,1.0,9.0
7569,PGEIN,4.1,97.0,94.0,4.0,1.0,58.0
7570,BrainerHub,4.6,97.0,37.0,2.0,2.0,4.0
7571,Lennox India Technology Centre,4.4,97.0,781.0,10.0,72.0,19.0
7572,ROI NET Solution,4.5,97.0,284.0,6.0,4.0,32.0
7573,Ankura Hospital,3.8,97.0,595.0,3.0,13.0,3.0
7574,Brunel,4.2,97.0,354.0,6.0,35.0,23.0
7575,Ambience Group,3.6,97.0,495.0,9.0,4.0,3.0
7576,Tecosim Engineering Services,3.0,97.0,565.0,14.0,9.0,17.0
7577,Hike Education Private Limited,3.3,97.0,485.0,23.0,118.0,2.0
7578,PERSOLKELLY,4.0,97.0,497.0,5.0,220.0,11.0
7579,Abhijeet Group,4.0,96.0,552.0,4.0,,10.0
7580,Supreme Infrastructure,2.9,96.0,376.0,1.0,1.0,8.0
7581,Numero Uno Clothing,4.1,96.0,453.0,7.0,,9.0
7582,Konstelec Engineers,3.5,96.0,504.0,3.0,13.0,8.0
7583,3Pillar Global,3.7,96.0,760.0,10.0,23.0,13.0
7584,Corporation Bank,4.5,96.0,299.0,1.0,,17.0
7585,Varian Medical Systems,4.1,96.0,909.0,7.0,,17.0
7586,Mistral Solutions,4.1,96.0,827.0,6.0,13.0,17.0
7587,Choksi Laboratories,3.6,96.0,498.0,2.0,,7.0
7588,Polyplastics,4.1,96.0,605.0,3.0,,9.0
7589,Samarth Lifestyle Retailing,4.5,96.0,255.0,,,7.0
7590,New India Co-Op Bank,3.4,96.0,509.0,4.0,,6.0
7591,Saifee Hospital,3.7,96.0,408.0,4.0,4.0,13.0
7592,Imedx Information Services,3.2,96.0,380.0,2.0,,11.0
7593,Jabsons Foods,4.3,96.0,284.0,2.0,5.0,10.0
7594,Amwaj Catering Services,4.0,96.0,226.0,4.0,,23.0
7595,PSRI Hospital,3.8,96.0,408.0,1.0,8.0,7.0
7596,Madhavbaug,3.5,96.0,343.0,2.0,,6.0
7597,PathPartner Technology,4.1,96.0,818.0,6.0,23.0,12.0
7598,Indo Gulf Fertilisers,4.6,96.0,288.0,3.0,,17.0
7599,TSR Darashaw,3.6,96.0,550.0,7.0,2.0,5.0
7600,Pearl Polymers,4.5,96.0,426.0,3.0,,9.0
7601,Indian Synthetic Rubber,3.7,96.0,488.0,3.0,2.0,22.0
7602,Konstelec Engineers,3.5,96.0,504.0,3.0,13.0,8.0
7603,Numero Uno Clothing,4.1,96.0,453.0,7.0,,9.0
7604,Choksi Laboratories,3.6,96.0,498.0,2.0,,7.0
7605,Chandan Healthcare,3.1,96.0,351.0,11.0,3.0,8.0
7606,Mistral Solutions,4.1,96.0,827.0,6.0,13.0,17.0
7607,Indo Gulf Fertilisers,4.6,96.0,288.0,3.0,,17.0
7608,Orient Fashions,4.1,96.0,445.0,1.0,,14.0
7609,Airworks,4.0,96.0,575.0,4.0,,13.0
7610,Indore Composite,4.2,96.0,587.0,6.0,1.0,9.0
7611,Kisan Mouldings,3.7,96.0,439.0,1.0,,6.0
7612,Artson Engineering,3.8,96.0,563.0,6.0,,16.0
7613,Abhyudaya Co-operative Bank,4.2,96.0,437.0,1.0,,9.0
7614,Manav Rachna International School,4.2,96.0,437.0,5.0,,9.0
7615,RINA,3.9,96.0,483.0,6.0,,13.0
7616,Seeh Al Sarya Engineering,3.9,96.0,467.0,,,4.0
7617,Jabsons Foods,4.3,96.0,284.0,2.0,5.0,10.0
7618,Amwaj Catering Services,4.0,96.0,226.0,4.0,,23.0
7619,Polyplastics,4.1,96.0,605.0,3.0,,9.0
7620,PSRI Hospital,3.8,96.0,408.0,1.0,8.0,7.0
7621,Madhavbaug,3.5,96.0,343.0,2.0,,6.0
7622,Opgs Power Gujarat,4.4,96.0,530.0,3.0,,
7623,Shivalik Rasayan,3.8,96.0,433.0,4.0,3.0,7.0
7624,LIC Mutual Fund,3.8,96.0,551.0,3.0,8.0,13.0
7625,MTS,4.6,96.0,416.0,2.0,,12.0
7626,ZunRoof Tech,3.5,96.0,402.0,4.0,62.0,34.0
7627,MSys Tech India,4.0,96.0,840.0,18.0,34.0,10.0
7628,Competition Team Technology,4.1,96.0,756.0,4.0,,8.0
7629,Deoleo,4.0,96.0,277.0,3.0,10.0,31.0
7630,Homesfy Realty,3.9,96.0,277.0,6.0,15.0,1.0
7631,AlmaBetter,3.4,96.0,518.0,10.0,15.0,3.0
7632,SentientGeeks,4.7,96.0,123.0,7.0,2.0,15.0
7633,FranchiseTrade,4.4,96.0,54.0,,,5.0
7634,Param Renewable Energy,4.4,96.0,353.0,9.0,1.0,14.0
7635,Retailio,3.8,96.0,266.0,7.0,5.0,3.0
7636,One Trust,3.1,96.0,808.0,9.0,31.0,12.0
7637,Ilensys Technologies,4.2,96.0,805.0,20.0,13.0,8.0
7638,OrigoFinance,4.4,96.0,412.0,7.0,,9.0
7639,Interra Information Technologies,3.1,96.0,735.0,3.0,6.0,10.0
7640,Skillventory,3.9,96.0,442.0,8.0,1.7,16.0
7641,Interra Information Technologies,3.1,96.0,735.0,3.0,6.0,10.0
7642,Som Projects (S.P.L),3.8,96.0,516.0,6.0,15.0,10.0
7643,Busy Infotech,4.1,96.0,518.0,7.0,31.0,19.0
7644,Milliman,3.3,96.0,805.0,12.0,97.0,16.0
7645,Fabtech Technologies International,3.5,95.0,597.0,5.0,7.0,7.0
7646,PRERANA MOTORS,4.2,95.0,458.0,2.0,,14.0
7647,BrowserStack,3.7,95.0,1.3,25.0,45.0,15.0
7648,Gm Infinite Dwelling,2.4,95.0,466.0,3.0,12.0,7.0
7649,Ags Infotech,4.3,95.0,2.1,1.0,,21.0
7650,SKYMAP PHARMACEUTICALS,4.1,95.0,503.0,1.0,,6.0
7651,Sysinformation Healthcare,3.2,95.0,264.0,1.0,7.0,10.0
7652,Forbes Facility Services,4.3,95.0,496.0,3.0,,12.0
7653,Sanghvi Movers,4.1,95.0,443.0,5.0,,13.0
7654,Universal Cables,4.0,95.0,644.0,7.0,,10.0
7655,ITC Wills Lifestyle,4.5,95.0,387.0,1.0,,13.0
7656,Rhenus Logistics,3.8,95.0,654.0,5.0,2.0,4.0
7657,Tatsuno India,4.0,95.0,489.0,2.0,,9.0
7658,Infojini,3.4,95.0,460.0,7.0,1.0,28.0
7659,Mawana Sugars,4.1,95.0,416.0,7.0,,9.0
7660,Aditya Birla Chemicals,3.9,95.0,445.0,5.0,,9.0
7661,RAKBANK,3.6,95.0,501.0,3.0,,17.0
7662,Pride Purple Group,4.1,95.0,578.0,3.0,3.0,10.0
7663,Roto Pumps,3.8,95.0,473.0,5.0,2.0,11.0
7664,Enterslice,4.0,95.0,400.0,4.0,34.0,6.0
7665,India Transact Services,4.2,95.0,416.0,1.0,,17.0
7666,Petroleum Development Oman,4.3,95.0,448.0,2.0,,18.0
7667,Elsevier,4.4,95.0,766.0,10.0,,14.0
7668,Manali Petrochemicals,3.8,95.0,762.0,4.0,1.0,14.0
7669,Prateek Group,3.6,95.0,485.0,9.0,4.0,4.0
7670,Komatsu,4.1,95.0,595.0,4.0,,14.0
7671,W3Global,3.8,95.0,507.0,9.0,7.0,8.0
7672,Biorad Medisys,4.0,95.0,638.0,8.0,1.0,9.0
7673,TechNova Imaging Systems,4.3,95.0,569.0,5.0,,16.0
7674,Express KCS,4.0,95.0,455.0,9.0,3.0,16.0
7675,Royal HaskoningDHV,4.5,95.0,376.0,,5.0,15.0
7676,VIVO Healthcare,3.4,95.0,337.0,1.0,,11.0
7677,Biotech Vision Care,3.4,95.0,659.0,8.0,10.0,11.0
7678,Veena world,3.7,95.0,481.0,1.0,12.0,15.0
7679,Firmenich Aromatics,4.4,95.0,632.0,6.0,12.0,18.0
7680,Agriculture Insurance Company of India,4.0,95.0,333.0,4.0,,4.0
7681,Lanarsy Infra,3.0,95.0,349.0,3.0,,5.0
7682,Amphenol Omniconnect - India,4.0,95.0,705.0,8.0,,7.0
7683,Starworth Infrastructure Construction,4.0,95.0,588.0,8.0,,7.0
7684,Platinum One,3.5,95.0,459.0,7.0,1.0,12.0
7685,Remsons Industries,3.9,95.0,622.0,6.0,,11.0
7686,Rotork Controls,3.9,95.0,647.0,7.0,5.0,12.0
7687,Enlist Management Consultants,3.5,95.0,514.0,3.0,3.0,10.0
7688,Alp Overseas,4.1,95.0,545.0,3.0,,10.0
7689,Jaycee Punching Solution,4.2,95.0,434.0,3.0,,8.0
7690,Srg Housing Finance,4.0,95.0,486.0,6.0,22.0,7.0
7691,Lizmontagens India,4.2,95.0,413.0,2.0,,6.0
7692,Al Bawani Co.,3.6,95.0,228.0,8.0,,15.0
7693,Dhanlaxmi Bank,4.3,95.0,502.0,1.0,1.0,5.0
7694,Government Of Tamilnadu,4.0,95.0,448.0,2.0,,10.0
7695,Pullman New Delhi Aerocity,4.5,95.0,353.0,2.0,,17.0
7696,Sms Integrated Facility Services,4.2,95.0,554.0,3.0,14.0,7.0
7697,Coldex Logistics,3.1,95.0,533.0,4.0,,5.0
7698,Kamal Fincap,4.0,95.0,287.0,2.0,,12.0
7699,Marsh India Insurance Brokers,4.1,95.0,826.0,6.0,,9.0
7700,Setco Automotive,3.9,95.0,639.0,,,19.0
7701,Eye7 Chaudhary Eye Centre,3.4,95.0,387.0,6.0,8.0,24.0
7702,Tide Water Oil,3.7,95.0,430.0,2.0,5.0,8.0
7703,AL Rashid Trading and Contracting Company,4.1,95.0,185.0,1.0,,12.0
7704,Home-revise Education,3.5,95.0,439.0,4.0,,12.0
7705,Expo Machine Tools,4.9,95.0,93.0,1.0,,1.0
7706,Eka Software Solutions,3.7,95.0,1.0,12.0,8.0,13.0
7707,Sharda Hospital,3.7,95.0,543.0,6.0,,11.0
7708,Bl International,3.9,95.0,556.0,3.0,8.0,13.0
7709,Stonex,4.2,95.0,720.0,10.0,4.0,16.0
7710,Amrita Vidyalayam,4.0,95.0,344.0,4.0,,14.0
7711,DigiTech Call System,2.9,95.0,433.0,10.0,2.0,7.0
7712,Sahyadri Farmers Producer Company,3.5,95.0,526.0,9.0,2.0,17.0
7713,Synmac Consultants,4.0,95.0,64.0,6.0,7.0,28.0
7714,Auma,3.9,95.0,490.0,3.0,,11.0
7715,SNS Group,3.8,95.0,320.0,11.0,1.0,27.0
7716,The BIM Engineers,4.2,95.0,556.0,15.0,,13.0
7717,Centrient Pharmaceuticals,3.8,95.0,822.0,9.0,4.0,15.0
7718,DOCON TECHNOLOGIES,4.0,95.0,514.0,6.0,1.0,11.0
7719,Delhi Institute of Digital Marketing (DIDM),4.0,95.0,116.0,2.0,2.0,49.0
7720,Zydus Hospira Oncology,4.4,95.0,339.0,2.0,,13.0
7721,Privi Speciality Chemicals,3.7,95.0,586.0,8.0,8.0,12.0
7722,Techmihirnaik group,4.2,95.0,5.0,,,15.0
7723,Ras Media & Entertainment,4.0,95.0,154.0,1.0,,2.0
7724,UNIVO Education,3.2,95.0,559.0,4.0,2.0,4.0
7725,Piramal Finance Sales And Service,4.2,95.0,409.0,13.0,2.0,4.0
7726,IBC Techno,5.0,95.0,4.0,1.0,,
7727,Captain Steel India Limited,4.1,95.0,435.0,7.0,18.0,7.0
7728,Interocean Group,4.0,95.0,192.0,2.0,16.0,4.0
7729,Valenta AI Private Limited,3.4,95.0,489.0,10.0,26.0,15.0
7730,Solugenix India Private Limited,3.7,95.0,887.0,15.0,45.0,12.0
7731,Lohia Auto Industries,3.9,95.0,497.0,3.0,3.0,9.0
7732,Drip Capital,4.1,95.0,477.0,6.0,28.0,41.0
7733,Lithium Urban Technologies,3.5,95.0,445.0,4.0,16.0,5.0
7734,Idexcel Technologies,3.6,95.0,1.0,6.0,227.0,10.0
7735,SPARX IT Solutions,4.0,95.0,588.0,7.0,29.0,27.0
7736,Ambit Software,4.5,94.0,312.0,8.0,16.0,8.0
7737,Maven Wave Partners,4.2,94.0,507.0,11.0,1.0,31.0
7738,InSync Analytics,2.6,94.0,1.1,10.0,,13.0
7739,Deepak Foundation,3.9,94.0,328.0,,13.0,12.0
7740,GlobeGround India,4.2,94.0,348.0,3.0,,12.0
7741,Kirloskar Ebara Pumps,3.7,94.0,582.0,4.0,12.0,4.0
7742,Takahata Precision,3.9,94.0,458.0,2.0,,14.0
7743,NU Hospitals,3.8,94.0,333.0,5.0,,11.0
7744,HealthAssure,3.2,94.0,536.0,6.0,13.0,6.0
7745,Zydus Pharma,4.1,94.0,433.0,3.0,,11.0
7746,P N Gadgil Jewellers,4.5,94.0,299.0,3.0,5.0,16.0
7747,Hansa Cequity,3.3,94.0,791.0,6.0,11.0,9.0
7748,ISKCON,4.3,94.0,499.0,1.0,1.0,12.0
7749,POSCO,4.2,94.0,615.0,1.0,,20.0
7750,Arrow Electronics,3.7,94.0,1.2,7.0,1.0,6.0
7751,The MobileStore,4.5,94.0,322.0,3.0,,
7752,Obeetee,3.9,94.0,523.0,8.0,,15.0
7753,MResult Services,4.1,94.0,954.0,12.0,26.0,13.0
7754,Sai Service Station,4.0,94.0,373.0,,,11.0
7755,Eben Telecom,3.5,94.0,323.0,6.0,9.0,4.0
7756,Naresh Kumar & Co.,3.8,94.0,483.0,3.0,,13.0
7757,MAP Systems,3.2,94.0,353.0,6.0,2.0,14.0
7758,Allahabad High Court,4.4,94.0,480.0,5.0,,5.0
7759,Monocept,3.8,94.0,873.0,6.0,21.0,11.0
7760,Alchemist Hospital,4.2,94.0,424.0,2.0,3.0,19.0
7761,The Grand New Delhi,3.9,94.0,476.0,3.0,4.0,16.0
7762,Naresh i Technologies,4.0,94.0,506.0,11.0,79.0,6.0
7763,Yamaha Music India,3.9,94.0,625.0,2.0,,13.0
7764,Coloplast,3.3,94.0,322.0,6.0,2.0,14.0
7765,Eastern Book Company,3.4,94.0,471.0,3.0,8.0,8.0
7766,Madura Fashion & Lifestyle,4.1,94.0,324.0,5.0,,12.0
7767,Jubilant Motorworks,4.0,94.0,465.0,6.0,3.0,16.0
7768,Regency Health Care,4.3,94.0,404.0,9.0,2.0,8.0
7769,Falcon Force,4.2,94.0,295.0,6.0,,14.0
7770,Wittur Elevator Components,3.6,94.0,573.0,1.0,,13.0
7771,Tv18 Broadcast,4.2,94.0,579.0,,,8.0
7772,Vtc Tradewings,4.2,94.0,311.0,1.0,2.0,7.0
7773,Shree Shubham Logistics,4.4,94.0,347.0,4.0,,10.0
7774,ACCOUNTING FIRM,3.9,94.0,703.0,8.0,,5.0
7775,HYOSUNG T&D,3.8,94.0,768.0,4.0,1.0,16.0
7776,SecUR Credentials,2.7,94.0,412.0,3.0,4.0,12.0
7777,Fawaz Alhokair Group,3.8,94.0,93.0,,,19.0
7778,ABB GISL,4.1,94.0,718.0,7.0,,24.0
7779,Bsa Corporation,3.7,94.0,614.0,2.0,,11.0
7780,Wittur Elevator Components,3.6,94.0,573.0,1.0,,13.0
7781,Tv18 Broadcast,4.2,94.0,579.0,,,8.0
7782,ACCOUNTING FIRM,3.9,94.0,703.0,8.0,,5.0
7783,Zydus Pharma,4.1,94.0,433.0,3.0,,11.0
7784,P N Gadgil Jewellers,4.5,94.0,299.0,3.0,5.0,16.0
7785,Fawaz Alhokair Group,3.8,94.0,93.0,,,19.0
7786,MENTORS EDUSERV,3.9,94.0,285.0,3.0,6.0,2.0
7787,Yamaha Music India,3.9,94.0,625.0,2.0,,13.0
7788,HealthAssure,3.2,94.0,536.0,6.0,13.0,6.0
7789,Coloplast,3.3,94.0,322.0,6.0,2.0,14.0
7790,Emirates Global Aluminium,4.4,94.0,340.0,7.0,,11.0
7791,Tata Communications Payment Solutions,3.8,94.0,367.0,1.0,,11.0
7792,Nature Nurture Eduserv,4.6,94.0,52.0,1.0,,9.0
7793,Luna Technologies,4.0,94.0,303.0,5.0,10.0,2.0
7794,Nanavati Max Super Speciality Hospital,3.9,94.0,380.0,6.0,,5.0
7795,TP Southern Odisha Distribution,3.8,94.0,370.0,13.0,,5.0
7796,DELLA LEADERS CLUB,4.2,94.0,105.0,2.0,5.0,26.0
7797,Shilpa Biologicals,2.9,94.0,419.0,4.0,,3.0
7798,Utkarsh Classes,4.7,94.0,92.0,3.0,3.0,5.0
7799,ABB GISL,4.1,94.0,718.0,7.0,,24.0
7800,HYOSUNG T&D,3.8,94.0,768.0,4.0,1.0,16.0
7801,Panamax Infotech,3.5,94.0,745.0,8.0,5.0,19.0
7802,Jawed Habib Hair & Beauty,4.1,94.0,414.0,1.0,4.0,8.0
7803,Brigosha Technologies,2.6,94.0,716.0,16.0,21.0,19.0
7804,3 Gen Consulting,3.3,94.0,486.0,4.0,3.0,18.0
7805,Vehant Technologies,4.2,94.0,607.0,7.0,56.0,13.0
7806,ANSYS,3.6,94.0,793.0,16.0,20.0,8.0
7807,Antino Labs,3.4,94.0,475.0,9.0,57.0,28.0
7808,Unimrkt Research,3.2,93.0,676.0,10.0,,15.0
7809,Netcon Technologies,3.9,93.0,878.0,10.0,6.0,6.0
7810,Alliance University,3.5,93.0,378.0,6.0,30.0,21.0
7811,Liebherr,4.0,93.0,576.0,13.0,9.0,13.0
7812,Appco Group,3.8,93.0,155.0,5.0,,17.0
7813,Verificient Technologies,3.7,93.0,578.0,10.0,17.0,10.0
7814,Akshaya,3.4,93.0,721.0,4.0,4.0,10.0
7815,Printo Document Services,3.5,93.0,575.0,6.0,7.0,7.0
7816,ABV Rock Group,4.1,93.0,515.0,1.0,,15.0
7817,Sonovision-Aetos,3.9,93.0,729.0,5.0,4.0,12.0
7818,Madura Garments,3.9,93.0,251.0,2.0,,12.0
7819,Vijaya Bank,4.5,93.0,241.0,1.0,,12.0
7820,Liebherr,4.0,93.0,576.0,13.0,9.0,13.0
7821,Alliance University,3.5,93.0,378.0,6.0,30.0,21.0
7822,Sonovision-Aetos,3.9,93.0,729.0,5.0,4.0,12.0
7823,Appco Group,3.8,93.0,155.0,5.0,,17.0
7824,Optimus Information,4.1,93.0,452.0,8.0,9.0,16.0
7825,Madura Garments,3.9,93.0,251.0,2.0,,12.0
7826,Electronic Arts,4.3,93.0,828.0,8.0,4.0,11.0
7827,Unimrkt Research,3.2,93.0,676.0,10.0,,15.0
7828,Netcon Technologies,3.9,93.0,878.0,10.0,6.0,6.0
7829,Verificient Technologies,3.7,93.0,578.0,10.0,17.0,10.0
7830,Akshaya,3.4,93.0,721.0,4.0,4.0,10.0
7831,Printo Document Services,3.5,93.0,575.0,6.0,7.0,7.0
7832,ABV Rock Group,4.1,93.0,515.0,1.0,,15.0
7833,Lbf Travel,3.8,93.0,490.0,2.0,8.0,16.0
7834,Gruh Finance,4.1,93.0,247.0,,,9.0
7835,Prince Aly Khan Hospital,4.3,93.0,418.0,2.0,,8.0
7836,SAAB ENGINEERING,4.1,93.0,553.0,3.0,3.0,8.0
7837,QRG Central Hospital & Research Centre,4.1,93.0,408.0,,,9.0
7838,QUALITY EVALUATION AND SYSTEMS TEAM,3.9,93.0,411.0,1.0,5.0,7.0
7839,Cholamandalam Securities,4.0,93.0,441.0,3.0,,9.0
7840,Thinkapps Solutions,4.1,93.0,651.0,8.0,143.0,3.0
7841,PMJ Gems & Jewellers,3.7,93.0,377.0,5.0,4.0,13.0
7842,Swami Vivekanand Subharti University,4.1,93.0,331.0,2.0,6.0,11.0
7843,Rasandik Engineering Industries India,3.7,93.0,569.0,2.0,,18.0
7844,KlinEra Corporation,4.0,93.0,340.0,5.0,,37.0
7845,Sargam Electronics,3.0,93.0,497.0,3.0,,4.0
7846,Tyco Fire & Security,4.2,93.0,398.0,1.0,,12.0
7847,Marc Enterprises,3.8,93.0,467.0,4.0,1.0,4.0
7848,Emiza Supply Chain Services Private Limited,3.8,93.0,420.0,1.0,3.0,11.0
7849,Skechers South Asia,4.2,93.0,511.0,8.0,6.0,14.0
7850,Creditas Solutions,3.1,93.0,520.0,9.0,15.0,12.0
7851,Datawind Innovations,2.6,93.0,228.0,,,9.0
7852,MGM Medical College & Hospital,4.2,93.0,497.0,3.0,,10.0
7853,Nalanda Learning Systems,3.3,93.0,253.0,7.0,10.0,30.0
7854,Transpek-silox Industry,4.4,93.0,569.0,2.0,,15.0
7855,Kinetic Taigene Electrical,2.9,93.0,300.0,5.0,,11.0
7856,Prayagh Nutri Products,4.2,93.0,355.0,4.0,,8.0
7857,AccSource KPO,4.1,93.0,239.0,10.0,,42.0
7858,DCM Engineering,4.4,93.0,452.0,1.0,,13.0
7859,Happy Forging,3.9,93.0,597.0,4.0,,9.0
7860,JSL Stainless,4.3,93.0,559.0,14.0,,15.0
7861,HMD Global,3.8,93.0,552.0,5.0,10.0,13.0
7862,Lloyds Metals And Energy,3.7,93.0,494.0,8.0,9.0,4.0
7863,Northcorp Software,4.3,93.0,187.0,6.0,2.0,56.0
7864,LAKME ACADEMY,3.9,93.0,631.0,12.0,3.0,3.0
7865,Bhilai Iron And Steel Processing Company,3.9,93.0,446.0,4.0,,13.0
7866,Rubicon Skill Development,2.3,93.0,276.0,6.0,,6.0
7867,Simplify Healthcare,3.2,93.0,984.0,13.0,38.0,8.0
7868,VHB Life Sciences Limited,3.1,93.0,330.0,2.0,6.0,12.0
7869,Steadfast Medishield,3.6,93.0,245.0,3.0,6.0,31.0
7870,Preet Group,3.2,93.0,566.0,10.0,,8.0
7871,Tutopia,2.6,93.0,304.0,7.0,2.0,3.0
7872,Thar Worx,4.0,93.0,735.0,5.0,1.0,13.0
7873,Conserve Solution,4.1,93.0,337.0,8.0,11.0,14.0
